STA,stationName,country,YR,MO,DA,PRCP,MAX,MIN
80411,Lae/AAF,Papua-New Guinea,44,4,2,0,94,77
80411,Lae/AAF,Papua-New Guinea,44,4,3,0.4,89,77
80411,Lae/AAF,Papua-New Guinea,44,4,4,0.32,85,74
80411,Lae/AAF,Papua-New Guinea,44,4,5,0.58,87,74
80411,Lae/AAF,Papua-New Guinea,44,4,6,0.21,84,75
80411,Lae/AAF,Papua-New Guinea,44,4,7,0.05,85,73
80411,Lae/AAF,Papua-New Guinea,44,4,8,0.05,87,74
80411,Lae/AAF,Papua-New Guinea,44,4,9,T,86,72
80411,Lae/AAF,Papua-New Guinea,44,4,10,1.19,88,74
80411,Lae/AAF,Papua-New Guinea,44,4,11,0.32,86,75
80411,Lae/AAF,Papua-New Guinea,44,4,12,0.41,86,75
80411,Lae/AAF,Papua-New Guinea,44,4,13,1.56,87,72
80411,Lae/AAF,Papua-New Guinea,44,4,14,0.29,88,73
80411,Lae/AAF,Papua-New Guinea,44,4,15,1.32,89,74
80411,Lae/AAF,Papua-New Guinea,44,4,16,1.17,83,72
80411,Lae/AAF,Papua-New Guinea,44,4,17,0.01,84,74
80411,Lae/AAF,Papua-New Guinea,44,4,18,0.22,80,75
80411,Lae/AAF,Papua-New Guinea,44,4,19,0.1,86,75
80411,Lae/AAF,Papua-New Guinea,44,4,20,0.3,87,73
80411,Lae/AAF,Papua-New Guinea,44,4,21,0,85,73
80411,Lae/AAF,Papua-New Guinea,44,4,22,0,91,71
80411,Lae/AAF,Papua-New Guinea,44,4,23,0,91,74
80411,Lae/AAF,Papua-New Guinea,44,4,24,3.79,88,77
80411,Lae/AAF,Papua-New Guinea,44,4,25,0.82,85,72
80411,Lae/AAF,Papua-New Guinea,44,4,26,0,88,74
80411,Lae/AAF,Papua-New Guinea,44,4,27,0,88,74
80411,Lae/AAF,Papua-New Guinea,44,4,28,0,90,74
80411,Lae/AAF,Papua-New Guinea,44,4,29,0,91,76
80411,Lae/AAF,Papua-New Guinea,44,4,30,0,90,78
80411,Lae/AAF,Papua-New Guinea,44,5,1,0.92,83,74
80411,Lae/AAF,Papua-New Guinea,44,5,2,1.39,83,75
80411,Lae/AAF,Papua-New Guinea,44,5,3,0.54,85,74
80411,Lae/AAF,Papua-New Guinea,44,5,4,0.54,86,74
80411,Lae/AAF,Papua-New Guinea,44,5,5,5.27,78,74
80411,Lae/AAF,Papua-New Guinea,44,5,6,0.12,85,72
80411,Lae/AAF,Papua-New Guinea,44,5,7,0.65,83,73
80411,Lae/AAF,Papua-New Guinea,44,5,8,1.08,80,74
80411,Lae/AAF,Papua-New Guinea,44,5,9,0.21,86,71
80411,Lae/AAF,Papua-New Guinea,44,5,10,1.01,80,73
80411,Lae/AAF,Papua-New Guinea,44,5,11,0.18,83,74
80411,Lae/AAF,Papua-New Guinea,44,5,12,0.12,85,74
80411,Lae/AAF,Papua-New Guinea,44,5,13,0,87,74
80411,Lae/AAF,Papua-New Guinea,44,5,14,0,89,71
80411,Lae/AAF,Papua-New Guinea,44,5,15,0,89,72
80411,Lae/AAF,Papua-New Guinea,44,5,16,0.62,88,74
80411,Lae/AAF,Papua-New Guinea,44,5,17,0.98,88,74
80411,Lae/AAF,Papua-New Guinea,44,5,18,0.18,86,75
80411,Lae/AAF,Papua-New Guinea,44,5,19,0,86,75
80411,Lae/AAF,Papua-New Guinea,44,5,20,0.45,80,74
80411,Lae/AAF,Papua-New Guinea,44,5,21,0,87,72
80411,Lae/AAF,Papua-New Guinea,44,5,22,0.01,88,74
80411,Lae/AAF,Papua-New Guinea,44,5,23,0.63,84,75
80411,Lae/AAF,Papua-New Guinea,44,5,24,0.14,87,74
80411,Lae/AAF,Papua-New Guinea,44,5,25,1.85,86,75
80411,Lae/AAF,Papua-New Guinea,44,5,26,2.73,85,74
80411,Lae/AAF,Papua-New Guinea,44,5,27,0,85,74
80411,Lae/AAF,Papua-New Guinea,44,5,28,2.82,86,74
80411,Lae/AAF,Papua-New Guinea,44,5,29,1.3,87,73
80411,Lae/AAF,Papua-New Guinea,44,5,30,1.03,77,74
80411,Lae/AAF,Papua-New Guinea,44,5,31,0.04,83,70
80411,Lae/AAF,Papua-New Guinea,44,6,1,1.12,84,73
80411,Lae/AAF,Papua-New Guinea,44,6,2,0.25,87,73
80411,Lae/AAF,Papua-New Guinea,44,6,3,0,84,72
80411,Lae/AAF,Papua-New Guinea,44,6,4,0.1,85,74
80411,Lae/AAF,Papua-New Guinea,44,6,5,0.05,80,74
80411,Lae/AAF,Papua-New Guinea,44,6,7,0,86,74
80411,Lae/AAF,Papua-New Guinea,44,6,8,0,85,75
80411,Lae/AAF,Papua-New Guinea,44,6,9,0,85,74
80411,Lae/AAF,Papua-New Guinea,44,6,10,0,88,74
80411,Lae/AAF,Papua-New Guinea,44,6,11,0.07,86,75
80411,Lae/AAF,Papua-New Guinea,44,6,12,1.12,84,74
80411,Lae/AAF,Papua-New Guinea,44,6,13,2.03,84,74
80411,Lae/AAF,Papua-New Guinea,44,6,14,0.07,85,70
80411,Lae/AAF,Papua-New Guinea,44,6,15,0.96,86,73
80411,Lae/AAF,Papua-New Guinea,44,6,16,0,87,71
80411,Lae/AAF,Papua-New Guinea,44,6,17,T,85,72
80411,Lae/AAF,Papua-New Guinea,44,6,18,0,85,71
80411,Lae/AAF,Papua-New Guinea,44,6,19,0.98,86,73
80411,Lae/AAF,Papua-New Guinea,44,6,20,1.16,85,72
80411,Lae/AAF,Papua-New Guinea,44,6,21,2.43,84,72
80411,Lae/AAF,Papua-New Guinea,44,6,22,0.39,82,72
80411,Lae/AAF,Papua-New Guinea,44,6,23,0.15,85,71
80411,Lae/AAF,Papua-New Guinea,44,6,24,0.45,85,73
80411,Lae/AAF,Papua-New Guinea,44,6,25,0.03,88,75
80411,Lae/AAF,Papua-New Guinea,44,6,26,0.36,87,73
80411,Lae/AAF,Papua-New Guinea,44,6,27,0.57,85,73
80411,Lae/AAF,Papua-New Guinea,44,6,28,0,86,73
80411,Lae/AAF,Papua-New Guinea,44,6,29,1.08,85,72
80411,Lae/AAF,Papua-New Guinea,44,6,30,1.26,83,72
80411,Lae/AAF,Papua-New Guinea,44,7,1,0,84,72
80411,Lae/AAF,Papua-New Guinea,44,7,2,0,87,74
80411,Lae/AAF,Papua-New Guinea,44,7,3,0.16,86,73
80411,Lae/AAF,Papua-New Guinea,44,7,4,0.13,86,73
80411,Lae/AAF,Papua-New Guinea,44,7,5,0.2,86,73
80411,Lae/AAF,Papua-New Guinea,44,7,6,1.19,87,74
80411,Lae/AAF,Papua-New Guinea,44,7,7,0.04,82,72
80411,Lae/AAF,Papua-New Guinea,44,7,8,0.1,86,72
80411,Lae/AAF,Papua-New Guinea,44,7,9,T,82,72
80411,Lae/AAF,Papua-New Guinea,44,7,10,T,86,75
80411,Lae/AAF,Papua-New Guinea,44,7,11,0.02,83,75
80411,Lae/AAF,Papua-New Guinea,44,7,12,0.03,87,73
80411,Lae/AAF,Papua-New Guinea,44,7,13,0.95,83,73
80411,Lae/AAF,Papua-New Guinea,44,7,14,0.08,86,74
80411,Lae/AAF,Papua-New Guinea,44,7,15,T,86,73
80411,Lae/AAF,Papua-New Guinea,44,7,16,,83,72
80411,Lae/AAF,Papua-New Guinea,44,7,17,,86,71
80411,Lae/AAF,Papua-New Guinea,44,7,18,,75,72
80411,Lae/AAF,Papua-New Guinea,44,7,19,,83,71
80411,Lae/AAF,Papua-New Guinea,44,7,20,T,82,70
80411,Lae/AAF,Papua-New Guinea,44,7,21,0.02,82,71
80411,Lae/AAF,Papua-New Guinea,44,7,22,T,82,70
80411,Lae/AAF,Papua-New Guinea,44,7,23,0.6,84,69
80411,Lae/AAF,Papua-New Guinea,44,7,24,0.09,83,70
80411,Lae/AAF,Papua-New Guinea,44,7,25,0.02,86,73
80411,Lae/AAF,Papua-New Guinea,44,7,26,T,87,73
80411,Lae/AAF,Papua-New Guinea,44,7,27,0.32,86,72
80411,Lae/AAF,Papua-New Guinea,44,7,28,3.25,83,74
80411,Lae/AAF,Papua-New Guinea,44,7,29,0.44,84,74
80411,Lae/AAF,Papua-New Guinea,44,7,30,0.95,83,73
80411,Lae/AAF,Papua-New Guinea,44,7,31,0.69,83,74
80411,Lae/AAF,Papua-New Guinea,44,8,1,0.99,75,71
80411,Lae/AAF,Papua-New Guinea,44,8,2,0.01,82,71
80411,Lae/AAF,Papua-New Guinea,44,8,3,0.92,78,72
80411,Lae/AAF,Papua-New Guinea,44,8,4,0.11,86,72
80411,Lae/AAF,Papua-New Guinea,44,8,5,6.59,74,72
80411,Lae/AAF,Papua-New Guinea,44,8,6,1.8,78,70
80411,Lae/AAF,Papua-New Guinea,44,8,7,2.98,82,71
80411,Lae/AAF,Papua-New Guinea,44,8,8,1.59,84,70
80411,Lae/AAF,Papua-New Guinea,44,8,9,0.23,83,71
80411,Lae/AAF,Papua-New Guinea,44,8,10,0,86,73
80411,Lae/AAF,Papua-New Guinea,44,8,11,0.48,86,72
80411,Lae/AAF,Papua-New Guinea,44,8,12,0,86,71
80411,Lae/AAF,Papua-New Guinea,44,8,13,0,86,71
80411,Lae/AAF,Papua-New Guinea,44,8,14,0.01,87,73
80411,Lae/AAF,Papua-New Guinea,44,8,15,1.03,79,72
80411,Lae/AAF,Papua-New Guinea,44,8,16,0.21,80,73
80411,Lae/AAF,Papua-New Guinea,44,8,17,0.61,83,72
80411,Lae/AAF,Papua-New Guinea,44,8,18,0.03,87,71
80411,Lae/AAF,Papua-New Guinea,44,8,19,2.03,87,72
80411,Lae/AAF,Papua-New Guinea,44,8,20,1.86,85,71
80411,Lae/AAF,Papua-New Guinea,44,8,21,0,84,71
80411,Lae/AAF,Papua-New Guinea,44,8,22,0.23,82,73
80411,Lae/AAF,Papua-New Guinea,44,8,23,0.28,86,73
80411,Lae/AAF,Papua-New Guinea,44,8,24,0.06,86,73
80411,Lae/AAF,Papua-New Guinea,44,8,25,0.32,85,72
80411,Lae/AAF,Papua-New Guinea,44,8,26,0.12,83,74
80411,Lae/AAF,Papua-New Guinea,44,8,27,0.1,85,73
80411,Lae/AAF,Papua-New Guinea,44,8,28,2.03,85,73
80411,Lae/AAF,Papua-New Guinea,44,8,29,2.68,77,73
80411,Lae/AAF,Papua-New Guinea,44,8,30,0.42,81,71
80411,Lae/AAF,Papua-New Guinea,44,8,31,0.19,81,73
80411,Lae/AAF,Papua-New Guinea,44,9,1,0.03,83,71
80411,Lae/AAF,Papua-New Guinea,44,9,2,0.22,82,72
80411,Lae/AAF,Papua-New Guinea,44,9,3,T,84,71
80411,Lae/AAF,Papua-New Guinea,44,9,4,1.78,85,69
80411,Lae/AAF,Papua-New Guinea,44,9,5,0,84,66
80411,Lae/AAF,Papua-New Guinea,44,9,6,T,84,71
80411,Lae/AAF,Papua-New Guinea,44,9,7,0,84,65
80411,Lae/AAF,Papua-New Guinea,44,9,8,0.31,83,71
80411,Lae/AAF,Papua-New Guinea,44,9,9,2.87,83,72
80411,Lae/AAF,Papua-New Guinea,44,9,10,0.2,82,74
80411,Lae/AAF,Papua-New Guinea,44,9,11,0.22,85,73
80411,Lae/AAF,Papua-New Guinea,44,9,12,1.38,83,73
80411,Lae/AAF,Papua-New Guinea,44,9,13,1.69,76,73
80411,Lae/AAF,Papua-New Guinea,44,9,14,0.73,79,71
80411,Lae/AAF,Papua-New Guinea,44,9,15,0,85,71
80411,Lae/AAF,Papua-New Guinea,44,9,16,0.07,88,72
80411,Lae/AAF,Papua-New Guinea,44,9,17,0,86,72
80411,Lae/AAF,Papua-New Guinea,44,9,18,1.81,85,74
80411,Lae/AAF,Papua-New Guinea,44,9,19,0,85,71
80411,Lae/AAF,Papua-New Guinea,44,9,20,1.62,84,73
80411,Lae/AAF,Papua-New Guinea,44,9,21,2.71,81,72
80411,Lae/AAF,Papua-New Guinea,44,9,22,1.32,86,73
80411,Lae/AAF,Papua-New Guinea,44,9,23,0.7,85,72
80411,Lae/AAF,Papua-New Guinea,44,9,24,0.78,83,72
80411,Lae/AAF,Papua-New Guinea,44,9,25,0.38,83,73
80411,Lae/AAF,Papua-New Guinea,44,9,26,0.46,86,72
80411,Lae/AAF,Papua-New Guinea,44,9,27,0.13,83,73
80411,Lae/AAF,Papua-New Guinea,44,9,28,0.48,81,70
80411,Lae/AAF,Papua-New Guinea,44,9,29,0.02,83,69
80411,Lae/AAF,Papua-New Guinea,44,9,30,0.06,85,72
80411,Lae/AAF,Papua-New Guinea,44,10,1,0.82,84,71
80411,Lae/AAF,Papua-New Guinea,44,10,2,T,84,71
80411,Lae/AAF,Papua-New Guinea,44,10,3,0.34,86,70
80411,Lae/AAF,Papua-New Guinea,44,10,4,0,85,73
80411,Lae/AAF,Papua-New Guinea,44,10,5,0.1,87,72
80411,Lae/AAF,Papua-New Guinea,44,10,6,1.56,81,72
80411,Lae/AAF,Papua-New Guinea,44,10,7,0.35,86,71
80411,Lae/AAF,Papua-New Guinea,44,10,8,1.88,85,71
80411,Lae/AAF,Papua-New Guinea,44,10,9,0.02,82,73
80411,Lae/AAF,Papua-New Guinea,44,10,10,0.1,83,76
80411,Lae/AAF,Papua-New Guinea,44,10,11,0,85,74
80411,Lae/AAF,Papua-New Guinea,44,10,12,1.26,86,73
80411,Lae/AAF,Papua-New Guinea,44,10,13,0.01,83,72
80411,Lae/AAF,Papua-New Guinea,44,10,14,0.11,84,72
80411,Lae/AAF,Papua-New Guinea,44,10,15,0.34,86,73
80411,Lae/AAF,Papua-New Guinea,44,10,16,0,86,73
80411,Lae/AAF,Papua-New Guinea,44,10,17,0.34,88,73
80411,Lae/AAF,Papua-New Guinea,44,10,18,1.57,85,73
80411,Lae/AAF,Papua-New Guinea,44,10,19,1.89,87,72
80411,Lae/AAF,Papua-New Guinea,44,10,20,1.05,83,70
80411,Lae/AAF,Papua-New Guinea,44,10,21,0.1,86,71
80411,Lae/AAF,Papua-New Guinea,44,10,22,0.57,84,72
80411,Lae/AAF,Papua-New Guinea,44,10,23,0.04,84,72
80411,Lae/AAF,Papua-New Guinea,44,10,24,0,88,70
80411,Lae/AAF,Papua-New Guinea,44,10,25,0.05,86,70
80411,Lae/AAF,Papua-New Guinea,44,10,26,0.02,89,70
80411,Lae/AAF,Papua-New Guinea,44,10,27,0,86,74
80411,Lae/AAF,Papua-New Guinea,44,10,28,1.01,89,74
80411,Lae/AAF,Papua-New Guinea,44,10,29,0.01,87,74
80411,Lae/AAF,Papua-New Guinea,44,10,30,0.04,89,73
80411,Lae/AAF,Papua-New Guinea,44,10,31,1.89,88,72
80411,Lae/AAF,Papua-New Guinea,44,11,1,0,88,71
80411,Lae/AAF,Papua-New Guinea,44,11,2,0,85,74
80411,Lae/AAF,Papua-New Guinea,44,11,3,T,85,72
80411,Lae/AAF,Papua-New Guinea,44,11,4,0.1,85,73
80411,Lae/AAF,Papua-New Guinea,44,11,5,0,86,74
80411,Lae/AAF,Papua-New Guinea,44,11,6,0.06,84,74
80411,Lae/AAF,Papua-New Guinea,44,11,7,0.01,88,76
80411,Lae/AAF,Papua-New Guinea,44,11,8,0.01,86,74
80411,Lae/AAF,Papua-New Guinea,44,11,9,0.14,84,74
80411,Lae/AAF,Papua-New Guinea,44,11,10,0,90,72
80411,Lae/AAF,Papua-New Guinea,44,11,11,1.16,89,72
80411,Lae/AAF,Papua-New Guinea,44,11,12,0,88,74
80411,Lae/AAF,Papua-New Guinea,44,11,13,0,87,73
80411,Lae/AAF,Papua-New Guinea,44,11,14,0.01,88,73
80411,Lae/AAF,Papua-New Guinea,44,11,15,4.51,88,71
80411,Lae/AAF,Papua-New Guinea,44,11,16,0,87,72
80411,Lae/AAF,Papua-New Guinea,44,11,17,0.02,88,72
80411,Lae/AAF,Papua-New Guinea,44,11,18,0,87,74
80411,Lae/AAF,Papua-New Guinea,44,11,19,0.15,89,73
80411,Lae/AAF,Papua-New Guinea,44,11,20,0.35,88,75
80411,Lae/AAF,Papua-New Guinea,44,11,21,0,86,74
80411,Lae/AAF,Papua-New Guinea,44,11,22,0.13,87,74
80411,Lae/AAF,Papua-New Guinea,44,11,23,2.44,87,73
80411,Lae/AAF,Papua-New Guinea,44,11,24,0.99,80,72
80411,Lae/AAF,Papua-New Guinea,44,11,25,0.77,88,73
80411,Lae/AAF,Papua-New Guinea,44,11,26,0.07,86,75
80411,Lae/AAF,Papua-New Guinea,44,11,27,2.34,85,73
80411,Lae/AAF,Papua-New Guinea,44,11,28,0.25,86,73
80411,Lae/AAF,Papua-New Guinea,44,11,29,0,88,75
80411,Lae/AAF,Papua-New Guinea,44,11,30,0.06,89,74
80411,Lae/AAF,Papua-New Guinea,44,12,1,0.19,91,74
80411,Lae/AAF,Papua-New Guinea,44,12,2,0.1,87,73
80411,Lae/AAF,Papua-New Guinea,44,12,3,0.82,89,76
80411,Lae/AAF,Papua-New Guinea,44,12,4,0.55,87,74
80411,Lae/AAF,Papua-New Guinea,44,12,6,3.04,87,74
80411,Lae/AAF,Papua-New Guinea,44,12,7,0.5,86,76
80411,Lae/AAF,Papua-New Guinea,44,12,8,0.07,88,75
80411,Lae/AAF,Papua-New Guinea,44,12,9,0.13,88,74
80411,Lae/AAF,Papua-New Guinea,44,12,10,0.03,89,74
80411,Lae/AAF,Papua-New Guinea,44,12,11,0.05,82,73
80411,Lae/AAF,Papua-New Guinea,44,12,12,0,89,72
80411,Lae/AAF,Papua-New Guinea,44,12,13,0.01,89,74
80411,Lae/AAF,Papua-New Guinea,44,12,14,0.42,90,74
80411,Lae/AAF,Papua-New Guinea,44,12,15,T,87,71
80411,Lae/AAF,Papua-New Guinea,44,12,16,T,83,72
80411,Lae/AAF,Papua-New Guinea,44,12,17,T,90,75
80411,Lae/AAF,Papua-New Guinea,44,12,18,0.48,90,75
80411,Lae/AAF,Papua-New Guinea,44,12,19,1.24,88,74
80411,Lae/AAF,Papua-New Guinea,44,12,20,0,89,77
80411,Lae/AAF,Papua-New Guinea,44,12,21,0.13,91,74
80411,Lae/AAF,Papua-New Guinea,44,12,22,0.12,87,74
80411,Lae/AAF,Papua-New Guinea,44,12,23,0.28,90,75
80411,Lae/AAF,Papua-New Guinea,44,12,24,0.12,93,73
80411,Lae/AAF,Papua-New Guinea,44,12,25,T,95,75
80411,Lae/AAF,Papua-New Guinea,44,12,26,T,90,75
80411,Lae/AAF,Papua-New Guinea,44,12,27,0,90,75
80411,Lae/AAF,Papua-New Guinea,44,12,28,T,84,76
80411,Lae/AAF,Papua-New Guinea,44,12,29,0.33,90,74
80411,Lae/AAF,Papua-New Guinea,44,12,30,0.86,85,74
80411,Lae/AAF,Papua-New Guinea,44,12,31,0,87,74
80411,Lae/AAF,Papua-New Guinea,45,1,1,0.01,86,75
80411,Lae/AAF,Papua-New Guinea,45,1,2,1.5,90,75
80411,Lae/AAF,Papua-New Guinea,45,1,3,0.47,86,74
80411,Lae/AAF,Papua-New Guinea,45,1,4,0.09,84,71
80411,Lae/AAF,Papua-New Guinea,45,1,5,0.58,89,72
80411,Lae/AAF,Papua-New Guinea,45,1,6,T,84,71
80411,Lae/AAF,Papua-New Guinea,45,1,7,0.56,88,73
80411,Lae/AAF,Papua-New Guinea,45,1,8,0.05,90,74
80411,Lae/AAF,Papua-New Guinea,45,1,9,0,89,75
80411,Lae/AAF,Papua-New Guinea,45,1,10,0.26,91,74
80411,Lae/AAF,Papua-New Guinea,45,1,11,0.03,92,75
80411,Lae/AAF,Papua-New Guinea,45,1,12,0.48,90,75
80411,Lae/AAF,Papua-New Guinea,45,1,13,0.03,90,75
80411,Lae/AAF,Papua-New Guinea,45,1,14,0,91,74
80411,Lae/AAF,Papua-New Guinea,45,1,15,0,91,75
80411,Lae/AAF,Papua-New Guinea,45,1,16,0,91,75
80411,Lae/AAF,Papua-New Guinea,45,1,17,T,92,76
80411,Lae/AAF,Papua-New Guinea,45,1,18,0,91,75
80411,Lae/AAF,Papua-New Guinea,45,1,19,0,92,75
80411,Lae/AAF,Papua-New Guinea,45,1,20,1.42,90,75
80411,Lae/AAF,Papua-New Guinea,45,1,21,T,89,74
80411,Lae/AAF,Papua-New Guinea,45,1,22,0.54,91,74
80411,Lae/AAF,Papua-New Guinea,45,1,23,0,86,74
80411,Lae/AAF,Papua-New Guinea,45,1,24,0,91,74
80411,Lae/AAF,Papua-New Guinea,45,1,25,1.28,92,75
80411,Lae/AAF,Papua-New Guinea,45,1,26,1.2,91,73
80411,Lae/AAF,Papua-New Guinea,45,1,27,0.32,87,74
80411,Lae/AAF,Papua-New Guinea,45,1,28,T,88,76
80411,Lae/AAF,Papua-New Guinea,45,1,29,1.24,89,74
80411,Lae/AAF,Papua-New Guinea,45,1,30,0.11,83,75
80411,Lae/AAF,Papua-New Guinea,45,1,31,0.84,90,75
80411,Lae/AAF,Papua-New Guinea,45,2,1,T,90,74
80411,Lae/AAF,Papua-New Guinea,45,2,2,0.31,93,74
80411,Lae/AAF,Papua-New Guinea,45,2,3,0.19,90,73
80411,Lae/AAF,Papua-New Guinea,45,2,4,0.02,89,75
80411,Lae/AAF,Papua-New Guinea,45,2,5,0,87,76
80411,Lae/AAF,Papua-New Guinea,45,2,6,0,91,76
80411,Lae/AAF,Papua-New Guinea,45,2,7,0,91,75
80411,Lae/AAF,Papua-New Guinea,45,2,8,T,92,74
80411,Lae/AAF,Papua-New Guinea,45,2,9,0.2,94,75
80411,Lae/AAF,Papua-New Guinea,45,2,10,0,93,75
80411,Lae/AAF,Papua-New Guinea,45,2,11,0,93,73
80411,Lae/AAF,Papua-New Guinea,45,2,12,T,92,75
80411,Lae/AAF,Papua-New Guinea,45,2,13,0,94,76
80411,Lae/AAF,Papua-New Guinea,45,2,14,0,93,76
80411,Lae/AAF,Papua-New Guinea,45,2,15,0,93,74
80411,Lae/AAF,Papua-New Guinea,45,2,16,T,93,74
80411,Lae/AAF,Papua-New Guinea,45,2,17,0.05,95,74
80411,Lae/AAF,Papua-New Guinea,45,2,18,0,94,79
80411,Lae/AAF,Papua-New Guinea,45,2,19,0.19,93,74
80411,Lae/AAF,Papua-New Guinea,45,2,20,0.04,90,75
80411,Lae/AAF,Papua-New Guinea,45,2,21,0.1,84,74
80411,Lae/AAF,Papua-New Guinea,45,2,22,2.01,89,74
80411,Lae/AAF,Papua-New Guinea,45,2,23,0.93,90,73
80411,Lae/AAF,Papua-New Guinea,45,2,24,0.46,88,74
80411,Lae/AAF,Papua-New Guinea,45,2,25,0.04,90,74
80411,Lae/AAF,Papua-New Guinea,45,2,26,0,92,75
80411,Lae/AAF,Papua-New Guinea,45,2,27,T,93,74
80411,Lae/AAF,Papua-New Guinea,45,2,28,0,94,77
80411,Lae/AAF,Papua-New Guinea,45,3,1,,92,
80411,Lae/AAF,Papua-New Guinea,45,3,4,2.97,90,74
80411,Lae/AAF,Papua-New Guinea,45,3,5,0.02,89,75
80411,Lae/AAF,Papua-New Guinea,45,3,6,0.26,91,76
80411,Lae/AAF,Papua-New Guinea,45,3,7,0,89,77
80411,Lae/AAF,Papua-New Guinea,45,3,8,1,92,74
80411,Lae/AAF,Papua-New Guinea,45,3,9,0.1,89,76
80411,Lae/AAF,Papua-New Guinea,45,3,10,0,90,76
80411,Lae/AAF,Papua-New Guinea,45,3,11,0,87,74
80411,Lae/AAF,Papua-New Guinea,45,3,12,0.01,88,78
80411,Lae/AAF,Papua-New Guinea,45,3,13,T,90,79
80411,Lae/AAF,Papua-New Guinea,45,3,14,0,91,80
80411,Lae/AAF,Papua-New Guinea,45,3,15,0,93,80
80411,Lae/AAF,Papua-New Guinea,45,3,16,0,94,80
80411,Lae/AAF,Papua-New Guinea,45,3,17,0,88,77
80411,Lae/AAF,Papua-New Guinea,45,3,18,0.05,93,77
80411,Lae/AAF,Papua-New Guinea,45,3,19,T,84,75
80411,Lae/AAF,Papua-New Guinea,45,3,20,0.21,87,76
80411,Lae/AAF,Papua-New Guinea,45,3,21,0.28,87,73
80411,Lae/AAF,Papua-New Guinea,45,3,22,T,88,75
80411,Lae/AAF,Papua-New Guinea,45,3,23,0.38,90,74
80411,Lae/AAF,Papua-New Guinea,45,3,24,1.73,86,73
80411,Lae/AAF,Papua-New Guinea,45,3,25,0.21,89,75
80411,Lae/AAF,Papua-New Guinea,45,3,26,0.11,88,75
80411,Lae/AAF,Papua-New Guinea,45,3,27,1.19,86,74
80411,Lae/AAF,Papua-New Guinea,45,3,28,0.09,82,74
80411,Lae/AAF,Papua-New Guinea,45,3,29,0.03,89,76
80411,Lae/AAF,Papua-New Guinea,45,3,30,0.45,90,75
80411,Lae/AAF,Papua-New Guinea,45,3,31,0.01,88,75
80411,Lae/AAF,Papua-New Guinea,45,4,1,0,92,77
80411,Lae/AAF,Papua-New Guinea,45,4,2,0.38,89,74
80411,Lae/AAF,Papua-New Guinea,45,4,3,0.06,88,76
80411,Lae/AAF,Papua-New Guinea,45,4,4,0.44,89,73
80411,Lae/AAF,Papua-New Guinea,45,4,5,0.01,88,75
80411,Lae/AAF,Papua-New Guinea,45,4,6,0.01,86,75
80411,Lae/AAF,Papua-New Guinea,45,4,7,0,86,75
80411,Lae/AAF,Papua-New Guinea,45,4,8,0.29,90,72
80411,Lae/AAF,Papua-New Guinea,45,4,9,0.02,88,74
80411,Lae/AAF,Papua-New Guinea,45,4,10,0.62,88,74
80411,Lae/AAF,Papua-New Guinea,45,4,11,0.02,84,74
80411,Lae/AAF,Papua-New Guinea,45,4,12,0.22,86,74
80411,Lae/AAF,Papua-New Guinea,45,4,13,0,85,73
80411,Lae/AAF,Papua-New Guinea,45,4,14,0,88,72
80411,Lae/AAF,Papua-New Guinea,45,4,15,0.04,89,73
80411,Lae/AAF,Papua-New Guinea,45,4,16,0,86,73
80411,Lae/AAF,Papua-New Guinea,45,4,17,0,88,74
80411,Lae/AAF,Papua-New Guinea,45,4,18,0,92,74
80411,Lae/AAF,Papua-New Guinea,45,4,19,0.11,91,75
80411,Lae/AAF,Papua-New Guinea,45,4,20,T,91,77
80411,Lae/AAF,Papua-New Guinea,45,4,21,0,90,75
80411,Lae/AAF,Papua-New Guinea,45,4,22,0.12,91,74
80411,Lae/AAF,Papua-New Guinea,45,4,23,0,88,73
80411,Lae/AAF,Papua-New Guinea,45,4,24,0.19,90,74
80411,Lae/AAF,Papua-New Guinea,45,4,25,1.46,90,74
80411,Lae/AAF,Papua-New Guinea,45,4,26,0.35,84,75
80411,Lae/AAF,Papua-New Guinea,45,4,27,0.33,87,75
80411,Lae/AAF,Papua-New Guinea,45,4,28,0.08,89,75
80411,Lae/AAF,Papua-New Guinea,45,4,29,0.35,86,74
80411,Lae/AAF,Papua-New Guinea,45,4,30,2.25,88,73
80411,Lae/AAF,Papua-New Guinea,45,5,1,0.05,87,75
80411,Lae/AAF,Papua-New Guinea,45,5,2,0.71,89,74
80411,Lae/AAF,Papua-New Guinea,45,5,3,3.08,89,74
80411,Lae/AAF,Papua-New Guinea,45,5,4,0.29,83,74
80411,Lae/AAF,Papua-New Guinea,45,5,5,0.03,86,75
80411,Lae/AAF,Papua-New Guinea,45,5,6,0.63,87,73
80411,Lae/AAF,Papua-New Guinea,45,5,7,0.05,86,75
80411,Lae/AAF,Papua-New Guinea,45,5,8,1.17,87,72
80411,Lae/AAF,Papua-New Guinea,45,5,9,0,85,73
80411,Lae/AAF,Papua-New Guinea,45,5,10,1.71,89,73
80411,Lae/AAF,Papua-New Guinea,45,5,11,2.87,89,74
80411,Lae/AAF,Papua-New Guinea,45,5,12,0.14,83,72
80411,Lae/AAF,Papua-New Guinea,45,5,13,0.01,87,73
80411,Lae/AAF,Papua-New Guinea,45,5,14,0.82,88,74
80411,Lae/AAF,Papua-New Guinea,45,5,15,0.01,85,71
80411,Lae/AAF,Papua-New Guinea,45,5,16,0.02,87,73
